L3_id,L0,L1,L2,L3,Korean_label,Definition,source,review,l2_review
POLICY-REF-0137,Policy,AI policy and governance,"AI, rights, and biometrics",Democratic integrity,민주주의 무결성,"정책문서에서 '민주주의 무결성' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
POLICY-REF-0144,Policy,AI policy and governance,"AI, rights, and biometrics",Digital identity,디지털 신원,"정책문서에서 '디지털 신원' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
POLICY-REF-0148,Policy,AI policy and governance,"AI, rights, and biometrics",Digital rights,디지털 권리,"정책문서에서 '디지털 권리' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
POLICY-REF-0157,Policy,AI policy and governance,"AI, rights, and biometrics",Distributional impacts,분배적 영향,"정책문서에서 '분배적 영향' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
POLICY-REF-0158,Policy,AI policy and governance,"AI, rights, and biometrics",Diversity and inclusion,다양성과 포용,"정책문서에서 '다양성과 포용' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
POLICY-REF-0170,Policy,AI policy and governance,"AI, rights, and biometrics",Employment impacts,고용 영향,"정책문서에서 '고용 영향' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
POLICY-REF-0178,Policy,AI policy and governance,"AI, rights, and biometrics",Equal access,평등한 접근,"정책문서에서 '평등한 접근' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
POLICY-REF-0180,Policy,AI policy and governance,"AI, rights, and biometrics",Equality law compliance,평등법 준수,"정책문서에서 '평등법 준수' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
POLICY-REF-0182,Policy,AI policy and governance,"AI, rights, and biometrics",Equity by design,설계단계 형평성,"정책문서에서 '설계단계 형평성' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
POLICY-REF-0196,Policy,AI policy and governance,"AI, rights, and biometrics",Expert systems accountability,전문가시스템 책임성,"정책문서에서 '전문가시스템 책임성' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
POLICY-REF-0204,Policy,AI policy and governance,"AI, rights, and biometrics",Fair exposure,공정 노출,"정책문서에서 '공정 노출' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
POLICY-REF-0217,Policy,AI policy and governance,"AI, rights, and biometrics",Fundamental rights impact assessment,기본권 영향평가,"정책문서에서 '기본권 영향평가' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
POLICY-REF-0240,Policy,AI policy and governance,"AI, rights, and biometrics",Human agency,인간 행위주체성,"정책문서에서 '인간 행위주체성' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
POLICY-REF-0248,Policy,AI policy and governance,"AI, rights, and biometrics",Human fallback,인간 대체·구제 수단,"정책문서에서 '인간 대체·구제 수단' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
POLICY-REF-0252,Policy,AI policy and governance,"AI, rights, and biometrics",Human rights by design,설계단계 인권보장,"정책문서에서 '설계단계 인권보장' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
POLICY-REF-0253,Policy,AI policy and governance,"AI, rights, and biometrics",Human rights due diligence,인권 실사,"정책문서에서 '인권 실사' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
POLICY-REF-0263,Policy,AI policy and governance,"AI, rights, and biometrics",Information integrity,정보 무결성,"정책문서에서 '정보 무결성' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
POLICY-REF-0267,Policy,AI policy and governance,"AI, rights, and biometrics",Institutional review,기관 심의,"정책문서에서 '기관 심의' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
POLICY-REF-0269,Policy,AI policy and governance,"AI, rights, and biometrics",Integrity of elections,선거 무결성,"정책문서에서 '선거 무결성' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
POLICY-REF-0274,Policy,AI policy and governance,"AI, rights, and biometrics",International standards,국제 표준,"정책문서에서 '국제 표준' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
POLICY-REF-0277,Policy,AI policy and governance,"AI, rights, and biometrics",Interoperability standards,상호운용성 표준,"정책문서에서 '상호운용성 표준' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
POLICY-REF-0283,Policy,AI policy and governance,"AI, rights, and biometrics",Labour market transition,노동시장 전환,"정책문서에서 '노동시장 전환' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
POLICY-REF-0287,Policy,AI policy and governance,"AI, rights, and biometrics",Legal certainty,법적 명확성,"정책문서에서 '법적 명확성' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
POLICY-REF-0294,Policy,AI policy and governance,"AI, rights, and biometrics",Lifecycle risk management,생애주기 위험관리,"정책문서에서 '생애주기 위험관리' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
POLICY-REF-0304,Policy,AI policy and governance,"AI, rights, and biometrics",Model monitoring,모델 모니터링,"정책문서에서 '모델 모니터링' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
POLICY-REF-0305,Policy,AI policy and governance,"AI, rights, and biometrics",Model risk management,모델 위험관리,"정책문서에서 '모델 위험관리' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
POLICY-REF-0321,Policy,AI policy and governance,"AI, rights, and biometrics",Notice and explanation,고지와 설명,"정책문서에서 '고지와 설명' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
POLICY-REF-0323,Policy,AI policy and governance,"AI, rights, and biometrics",Open data policy,오픈데이터 정책,"정책문서에서 '오픈데이터 정책' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
POLICY-REF-0345,Policy,AI policy and governance,"AI, rights, and biometrics",Public accountability,공공 책임성,"정책문서에서 '공공 책임성' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
POLICY-REF-0349,Policy,AI policy and governance,"AI, rights, and biometrics",Public safety,공공 안전,"정책문서에서 '공공 안전' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
POLICY-REF-0351,Policy,AI policy and governance,"AI, rights, and biometrics",Public sector algorithm registers,공공부문 알고리즘 등록부,"정책문서에서 '공공부문 알고리즘 등록부' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
POLICY-REF-0359,Policy,AI policy and governance,"AI, rights, and biometrics",Regulatory capacity,규제 역량,"정책문서에서 '규제 역량' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
POLICY-REF-0361,Policy,AI policy and governance,"AI, rights, and biometrics",Regulatory coherence,규제 정합성,"정책문서에서 '규제 정합성' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
POLICY-REF-0364,Policy,AI policy and governance,"AI, rights, and biometrics",Regulatory impact assessment,규제영향평가,"정책문서에서 '규제영향평가' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
POLICY-REF-0371,Policy,AI policy and governance,"AI, rights, and biometrics",Responsible innovation,책임 있는 혁신,"정책문서에서 '책임 있는 혁신' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
POLICY-REF-0386,Policy,AI policy and governance,"AI, rights, and biometrics",Safety and effectiveness,안전성과 효과성,"정책문서에서 '안전성과 효과성' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
POLICY-REF-0392,Policy,AI policy and governance,"AI, rights, and biometrics",Scientific reproducibility,과학적 재현성,"정책문서에서 '과학적 재현성' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
POLICY-REF-0399,Policy,AI policy and governance,"AI, rights, and biometrics",Sensitive attributes,민감 속성,"정책문서에서 '민감 속성' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
POLICY-REF-0401,Policy,AI policy and governance,"AI, rights, and biometrics",Sensitive data protection,민감정보 보호,"정책문서에서 '민감정보 보호' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
POLICY-REF-0406,Policy,AI policy and governance,"AI, rights, and biometrics",Social scoring prohibition,사회적 점수화 금지,"정책문서에서 '사회적 점수화 금지' 관련 조항, 원칙, 평가기준 또는 제도적 요구사항을 식별하기 위한 핵심 구문이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
